Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	End Path	File Offset (s)	Delta Time (s)	label	SignalCode	Type
14	Spectrogram 1	1	200.811	201.726	50.8	807.1	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	200.811	0.914999999999992	y	i_neg	GS
15	Spectrogram 1	1	204.561	205.659	35.5	817.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	204.561	1.09799999999998	y	i_neg	GS
16	Spectrogram 1	1	208.402	209.378	101.5	959.4	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	208.402	0.975999999999999	y	i_neg	GS
17	Spectrogram 1	1	211.512	212.914	20.3	984.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	211.512	1.40199999999999	y	i_neg	GS
18	Spectrogram 1	1	216.146	216.939	40.6	989.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	216.146	0.793000000000006	y	i_neg	GS
19	Spectrogram 1	1	219.926	221.146	0	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	219.926	1.22	y	i_neg	GS
20	Spectrogram 1	1	223.805	224.964	55.8	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	223.805	1.15899999999999	y	i_neg	GS
21	Spectrogram 1	1	227.707	229.231	137.1	974.6	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	227.707	1.524	y	i_neg	GS
22	Spectrogram 1	1	237.951	238.744	81.2	832.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	237.951	0.793000000000006	y	i_neg	GS
23	Spectrogram 1	1	242.89	244.17	182.7	822.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	242.89	1.28	y	i_neg	GS
24	Spectrogram 1	1	247.219	248.256	20.3	989.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	247.219	1.03700000000001	y	i_neg	GS
25	Spectrogram 1	1	251.609	252.646	5.1	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	251.609	1.03699999999998	y	i_neg	GS
26	Spectrogram 1	1	255.024	256.67	45.7	964.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	255.024	1.64600000000002	y	i_neg	GS
27	Spectrogram 1	1	259.536	260.512	50.8	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	259.536	0.975999999999999	y	i_neg	GS
28	Spectrogram 1	1	263.438	264.597	121.8	944.2	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	263.438	1.15899999999999	y	i_neg	GS
29	Spectrogram 1	1	268.012	268.805	40.6	802	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	268.012	0.793000000000006	y	i_neg	GS
30	Spectrogram 1	1	272.341	273.378	50.8	989.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	272.341	1.03699999999998	y	i_neg	GS
31	Spectrogram 1	1	289.634	290.488	10.2	766.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	289.634	0.853999999999985	y	i_neg	GS
32	Spectrogram 1	1	293.049	293.842	15.2	690.4	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	293.049	0.793000000000006	y	i_neg	GS
33	Spectrogram 1	1	296.829	298.292	20.3	969.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	296.829	1.46299999999997	y	i_neg	GS
34	Spectrogram 1	1	300.061	301.098	20.3	994.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	300.061	1.03700000000003	y	i_neg	GS
35	Spectrogram 1	1	303.292	304.451	0	791.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	303.292	1.15900000000005	y	i_neg	GS
36	Spectrogram 1	1	306.951	307.805	5.1	822.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	306.951	0.853999999999985	y	i_neg	GS
37	Spectrogram 1	1	309.634	310.549	10.2	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190604-124501.wav	309.634	0.914999999999964	y	i_neg	GS
38	Spectrogram 1	1	342.879	343.855	35.7	852.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	1.879	0.976	y	i_neg	GS
39	Spectrogram 1	1	351.172	352.331	78.7	971.1	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	10.172	1.159	y	i_neg	GS
40	Spectrogram 1	1	354.647	355.501	51.8	960.4	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	13.647	0.853999999999999	y	i_neg	GS
41	Spectrogram 1	1	358.876	359.303	182.7	766.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	17.876	0.427	y	i_neg	GS
42	Spectrogram 1	1	364.952	366.293	110.9	852.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	23.952	1.341	y	i_neg	GS
43	Spectrogram 1	1	369.12	369.913	40.6	639.6	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	28.12	0.792999999999999	y	i_neg	GS
44	Spectrogram 1	1	370.218	371.072	81.2	512.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	29.218	0.853999999999999	y	i_neg	GS
45	Spectrogram 1	1	377.9	379.059	30.5	553.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	36.9	1.159	y	i_neg	GS
46	Spectrogram 1	1	411.901	412.938	25.4	431.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	70.901	1.03700000000001	y	i_neg	GS
47	Spectrogram 1	1	478.828	480.474	0	969.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	137.828	1.64599999999999	y	i_neg	GS
48	Spectrogram 1	1	518.315	519.961	0	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	177.315	1.64600000000002	y	i_neg	GS
49	Spectrogram 1	1	543.901	544.816	0	989.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	202.901	0.914999999999992	y	i_neg	GS
50	Spectrogram 1	1	598.938	600.036	35.5	355.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	257.938	1.09800000000001	y	i_neg	GS
51	Spectrogram 1	1	604.242	604.791	60.9	908.6	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	263.242	0.548999999999978	y	i_neg	GS
52	Spectrogram 1	1	610.95	612.109	25.4	482.2	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	269.95	1.15899999999999	y	i_neg	GS
53	Spectrogram 1	1	613.511	614.548	50.8	411.2	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	272.511	1.03699999999998	y	i_neg	GS
54	Spectrogram 1	1	616.438	617.231	60.9	817.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	275.438	0.793000000000006	y	i_neg	GS
55	Spectrogram 1	1	634.73	635.767	50.8	512.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	293.73	1.03699999999998	y	i_neg	GS
56	Spectrogram 1	1	639.852	640.645	132	817.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	298.852	0.793000000000006	y	i_neg	GS
57	Spectrogram 1	1	643.449	644.364	10.2	350.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	302.449	0.914999999999964	y	i_neg	GS
58	Spectrogram 1	1	645.767	647.23	25.4	502.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	304.767	1.46300000000002	y	i_neg	GS
59	Spectrogram 1	1	648.632	649.73	101.5	883.2	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	307.632	1.09800000000001	y	i_neg	GS
60	Spectrogram 1	1	664.369	665.406	35.7	852.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	323.369	1.03699999999998	y	i_neg	GS
61	Spectrogram 1	1	674.369	675.162	16.1	981.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	333.369	0.79299999999995	y	i_neg	GS
62	Spectrogram 1	1	679.064	679.796	10	999	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-184501.wav	338.064	0.731999999999971	y	i_neg	GS
63	Spectrogram 1	1	732.79	733.461	0	969.5	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	50.79	0.670999999999999	y	i_neg	GS
64	Spectrogram 1	1	815.546	816.583	10.2	639.6	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	133.546	1.03700000000001	y	i_neg	GS
65	Spectrogram 1	1	817.924	818.839	152.3	939.1	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	135.924	0.914999999999992	y	i_neg	GS
66	Spectrogram 1	1	821.216	822.131	0	385.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	139.216	0.914999999999992	y	i_neg	GS
67	Spectrogram 1	1	915.765	917.594	0	949.2	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	233.765	1.82900000000001	y	i_neg	GS
68	Spectrogram 1	1	982.729	983.827	0	857.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	300.729	1.09800000000001	y	i_neg	GS
69	Spectrogram 1	1	992.79	993.766	0	939.1	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	310.79	0.975999999999999	y	i_neg	GS
70	Spectrogram 1	1	1014.881	1015.857	16.1	586	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	332.881	0.976000000000056	y	i_neg	GS
